"","Intercept","beta_cis","beta_trans","X177","X182","X187","X192","X194","X198"
"ENSMUSG00000000056",-9.6724726633978,0.126708648944734,-0.136150810163019,-0.182428095391455,-0.034084932882329,-0.214021406839953,-0.143288477761224,-0.177540831110018,-0.122794431155668
"ENSMUSG00000000058",-8.63614801182091,-0.115993101067126,-0.0641335734895046,0.8791061958876,0.829058879956965,1.20833551057251,1.10513647932659,1.16623935399216,1.21575077056842
"ENSMUSG00000000078",-9.80489006135263,0.103390590386427,0.586855139880093,-0.996998705531498,-0.559521752968622,-0.445673021355932,-0.138404507909229,-0.180151993360108,-0.092434594729183
"ENSMUSG00000000088",-7.9172996783655,0.0374820147696013,0.0495524299400895,1.57798177916663,1.57902726018964,1.42494164052716,1.53682074555673,1.46886126695908,0.80413442925626
"ENSMUSG00000000120",-12.4783312624639,0.141687411105464,0.0470936718476253,0.948579965750446,1.12282803964886,0.428020702572325,1.08485165479796,1.17791580712851,1.21079810255456
"ENSMUSG00000000142",-9.87939075440994,0.117187834568228,-0.111136481666696,0.375346307762615,0.402649750884786,0.343638684673554,0.431168112399426,0.121499033157468,0.398746603402446
"ENSMUSG00000000148",-10.684296234129,0.0718156938072443,-0.085178527097051,0.0829871832449252,0.285918035355689,-0.112752493546553,-0.413816807344631,0.110380895611823,-0.799023432560503
"ENSMUSG00000000149",-8.90059898726099,0.282296230062563,0.0868293639978147,-0.441117183690072,-0.267912370957593,-0.715545429353617,-0.61346179490876,-0.840503994731499,-0.967556309044732
"ENSMUSG00000000184",-11.0174602128942,0.651283507257539,0.688576287785088,-0.625747032376599,-0.502280433184754,-0.109935363928293,-0.844723619877127,-0.452375995977554,-0.877029986192313
"ENSMUSG00000000194",-9.62375128895195,0.157712988456955,0.18855070393672,-0.474986364126111,-0.428118838640402,-0.462320550129241,-0.512547829285442,-0.356152082111809,-0.355995628252515
"ENSMUSG00000000253",-9.02711016423369,1.41794115634995,1.211900389114,0.721791206751624,1.05314265741758,0.399831594840464,1.08075947203424,0.649376929447863,0.645564656149215
"ENSMUSG00000000275",-9.95290090229227,0.259118802594631,0.169877101603735,0.351861506985054,0.6415468601926,0.7473383536263,0.447471840983659,0.574686515447609,0.742531279985476
"ENSMUSG00000000276",-10.4994621380425,0.186430387324298,0.243519878207931,-0.430089003808181,-0.754303272516383,-0.206126075034145,-0.529801592563773,-0.274793726891732,0.131535075932636
"ENSMUSG00000000278",-9.32950180094018,-0.194665129077623,-0.3911262846361,-1.77137557354886,-1.1185913153295,-1.7641924168743,-1.35621457736683,-1.17507830138679,-1.50614258889783
"ENSMUSG00000000290",-11.6166294174061,0.0646979280496295,-0.221082985371092,1.1930740139643,0.286788363846553,0.748235662526019,1.0286164833192,1.64088886735739,0.769447790965801
"ENSMUSG00000000339",-10.0334095638945,-0.169982605465891,0.268281655119944,0.231637440255345,0.516745652987293,0.533360019013528,0.318252350983956,0.239769340654397,0.851258474682484
"ENSMUSG00000000340",-7.40284720498484,-0.021800010066055,-0.0532864181727093,-0.277736120752774,-0.200298144679082,-0.136690236253708,-0.318711599474279,-0.331814836523805,0.00543432247606115
"ENSMUSG00000000378",-10.2882020052287,0.121901196893891,-0.128176523724173,0.169373795704141,0.430890147471285,-0.213098006828779,0.0813423353203895,-0.140679569381271,-0.0936161218884082
"ENSMUSG00000000384",-8.75742234709064,0.174044721281654,0.113850995563579,0.833729512295482,1.02184524906732,0.908244690282586,0.818866958485813,0.756304492984739,0.795821100867148
"ENSMUSG00000000420",-8.69584444481434,-0.183109760612482,0.127120895361764,0.142739870193246,-0.102707554593895,0.157359612775566,0.149965650748911,0.213804905042838,0.443625725747796
"ENSMUSG00000000439",-9.72937699976993,-0.0874746313360247,0.0159310187200116,-0.223213435279893,-0.167610811678857,-0.318373328004312,-0.129757220671843,-0.186160374491218,0.0297180157566104
"ENSMUSG00000000440",-7.77358345004576,0.0502431598116952,-0.0302222758485661,-0.498112273041568,-0.507113043574681,-0.801194467090151,-0.601497824943744,-0.721732927085647,-0.643035369837582
"ENSMUSG00000000441",-9.24330786679491,-0.0247778347857683,0.0407918714077521,-0.637795865065474,-0.629493196368044,-0.362276575095575,-0.658212255422409,-0.725346069658967,-0.645132634338251
"ENSMUSG00000000530",-9.60965379197698,-0.0240992419864545,-0.152966743712034,-0.0208704075506761,-0.0843191958605456,-0.269571399761731,0.0722782813390843,0.00882225478958356,-0.855762405444345
"ENSMUSG00000000531",-10.9386077686296,-0.616170618842629,-0.252729551326973,-0.149238756313425,0.159981480742109,0.265486627636006,-0.0993281784032281,-0.803745321528497,-0.386882577069263
"ENSMUSG00000000532",-11.1021164780588,-0.0345124189830792,0.0297913693501219,0.4715117501101,0.291776777888621,0.657265010125656,0.507359392315241,0.600938793539447,0.437329420315205
"ENSMUSG00000000568",-9.39932943293585,0.0615636547405424,0.00175106257508466,-0.591474878841815,-0.818701172826702,-0.0780999138437568,-0.622223329262042,-0.518005990537188,-0.328656849426246
"ENSMUSG00000000581",-10.4888070246635,0.00216078650532595,0.209903500466915,-0.686674123899626,-0.973737574508754,-1.34186462929468,-0.389822352839972,-1.0621264041281,-0.936111818426189
"ENSMUSG00000000594",-9.55754670723411,0.708880143839139,0.697449420000803,-3.08258938494602,-2.80426774513662,-4.67032779688204,-2.66517178616263,-2.88861846395839,-4.87122231300374
"ENSMUSG00000000628",-6.07524866213123,-0.316167305189997,-0.221311903997039,0.0564712392251148,0.233554572445272,-0.0634762317896394,0.116339121590941,0.25280218439923,-0.0458869838024306
"ENSMUSG00000000631",-8.28953670337782,-0.206206624269088,0.0599785846413336,-0.357969002377781,-0.21216502746408,-0.265994078583546,-0.295836730993045,-0.431532253952056,-0.509946630826297
"ENSMUSG00000000708",-8.66081354998362,-0.0941697355705407,0.0396648292658049,-0.854862014062495,-1.23873432043404,-0.821283377890919,-0.808989213192184,-0.735159825127341,-0.474865324649495
"ENSMUSG00000000738",-8.54557034213491,0.0594105199545902,-0.126407599094635,-0.989637448726169,-1.29348196697028,-1.6187976971449,-1.29138500907321,-1.54843840600252,-1.7439278061712
"ENSMUSG00000000740",-8.65324517176566,0.0166632749806096,-0.00295260412053118,0.689664760933142,0.735220264825918,0.451548715670184,0.553935834873157,0.432292988037832,0.293967938247777
"ENSMUSG00000000743",-9.31843837739662,-0.200718276210579,-0.155098419739785,-0.440004918743562,-0.295518447162397,-0.247315460572711,-0.354270606773129,-0.489199801507262,-0.637528142088805
"ENSMUSG00000000751",-9.91005131090484,-0.0271285186452888,-0.0618632682341037,-0.491755526644803,-0.858935710789905,-0.608645251825731,-0.889925142797308,-0.954331596024672,-0.531650626298167
"ENSMUSG00000000759",-9.80041819079748,-0.0773552669206425,-0.127756517615329,-0.0371919197431321,-0.142751905751812,-0.252970905333477,0.0765795756170162,-0.357190313382249,-0.0944511654681309
"ENSMUSG00000000776",-10.1505134728421,-0.349318827019749,-0.612634861629389,0.862470340038498,1.02397899778493,1.20416886419028,1.03409882997348,1.03580888057534,1.35564638734454
"ENSMUSG00000000811",-10.5053103877197,-0.0120209906795218,0.289477512575966,0.17613289487986,0.408878510782595,0.0757378241467801,0.276588571303835,0.217259793477608,0.33026562321369
"ENSMUSG00000000826",-8.44374999639084,-0.0512908915486287,-0.0339140937099641,-0.169314969117838,-0.129762936846905,-0.350562475113201,-0.157474331278728,-0.295540619309704,-0.421269605044967
"ENSMUSG00000000876",-9.08269311876465,-0.0116069642587992,-0.0141880836953993,0.721926921548079,0.825893989063575,0.917891759893242,0.826875519175916,0.863422606144893,1.15138731541147
"ENSMUSG00000000902",-9.73372191715041,0.0956523318346918,-0.0493474750902974,0.23975190184369,0.451984264965718,0.360429853135741,0.318300403469153,0.327870955116323,0.387601759013456
"ENSMUSG00000000957",-10.728567371764,-0.323393560977134,-0.161725437199289,-2.0561869879959,-1.27349081003676,-1.92572254869443,-1.67057590502065,-2.87049614675462,-2.93794456852266
"ENSMUSG00000000976",-9.9848767991191,-0.177911508911544,-0.337403098395486,-0.907152458722777,-1.31297129434963,-1.16984389368965,-1.22132669294277,-0.920208674772758,-1.14775966483559
"ENSMUSG00000001029",-10.4386067099626,-0.218114998185756,-0.217897141491626,-0.146741364892359,-0.426689735371849,-0.393280686086553,-0.931755047525627,-0.371875875388485,0.00340168269279798
"ENSMUSG00000001052",-9.41915401948517,0.126196536850201,0.00956232137221088,-0.159791014169089,0.047928628127117,-0.340032588767189,-0.221606479474108,-0.0103052945445154,-0.11315571975016
"ENSMUSG00000001054",-10.5118546887191,-0.148585148690478,-0.032048844144599,1.15865955265484,1.09908668334054,0.989445838698327,0.911679384678815,1.19318683866068,1.00936623802702
"ENSMUSG00000001062",-10.0414769672729,-0.132901074493934,-0.0144678673372731,-0.216607382521512,-0.545653728310747,-0.177846105464408,-0.528380428653975,-0.389765406826715,-0.310909619875414
"ENSMUSG00000001065",-10.9127593684068,0.0411164719312929,-0.153711272292871,0.138459523116128,0.54825214297312,0.69830920878036,0.411425433212821,0.52040739290175,0.132851718602264
"ENSMUSG00000001089",-8.63374918414545,-0.0240365842386094,0.228342264264413,0.130072201655674,0.0482052046573512,0.125733597362849,0.0652281555760043,0.205422673301892,0.311384726006656
"ENSMUSG00000001105",-9.87111264947985,-0.173365543638601,-0.28431719064958,0.124685896977462,0.217470278761569,0.131487619400906,0.296473364576588,0.425883685005264,-0.212024319928593
"ENSMUSG00000001119",-9.13397364118015,0.0356409222728313,-0.122709752512666,0.614696030373284,0.549139671994628,0.655739432012454,0.338011060991177,0.739738144393367,0.340371824642742
"ENSMUSG00000001120",-10.8384162716344,-0.0501167466940774,-0.103480008901083,0.279200852529753,0.100468952638387,0.757341412028066,0.188909950203433,0.187816427949499,0.899691202906657
"ENSMUSG00000001123",-8.97494486798237,0.0476643781455608,-0.0373469067237401,-0.70539596450297,-0.656371953414867,-0.665261109766532,-0.703138067306135,-0.682776274031445,-0.321450959076783
"ENSMUSG00000001138",-9.9322875916041,-0.208188898136676,-0.256245873633297,0.545412100033273,0.623664243322011,0.110239424415915,0.408176363292925,0.452588309593664,0.0334709467372502
"ENSMUSG00000001143",-9.25780166327893,-0.213363434117506,-0.0520058712470101,0.477596857327466,0.850584988009699,0.26249431892371,0.699575103651121,0.697260298832743,0.451186129166639
"ENSMUSG00000001150",-9.5844616757171,0.0610560496871316,-0.179192937835213,0.144435855342725,0.269601569561043,0.0209509901825547,0.111327758300329,0.188260307774072,0.254706358168159
"ENSMUSG00000001151",-9.72227621649769,-0.191364639711215,-0.305731515034854,0.308608639273647,0.0417773435551442,0.115130227201492,0.53875860117322,0.196755948437452,0.172541993326846
"ENSMUSG00000001175",-7.42623868957202,0.0761307228150741,0.149702586258045,-0.873755440362911,-0.879646222091984,-0.901424097187366,-1.08903064719181,-1.02267299617551,-0.941928344941194
"ENSMUSG00000001211",-6.70940103070532,-0.0682095819940665,0.0985565345705444,0.0819300093680195,0.0960370448670947,0.266090101466467,0.197733618397361,0.190115760744666,0.36828682578129
"ENSMUSG00000001229",-9.4372524847775,-0.291434582390831,-0.0709706941926599,-0.431403653947905,0.220335286630949,-0.466220384270277,-0.37929315095592,-0.259377337371458,-0.919047715884351
"ENSMUSG00000001240",-10.5853810953595,0.12324376328929,0.240209785530007,0.734013329190961,0.78650775986166,0.858718516731797,1.03377688518451,0.913150464976665,1.09797776903972
"ENSMUSG00000001248",-7.49211647395346,-2.18019696936521,-2.04662984514123,-0.306409672511281,-0.23959676510298,-1.11529735124675,0.536837985902872,-0.403172161126598,-0.549864910167332
"ENSMUSG00000001280",-8.81158229147617,-0.073791355661744,-0.295698979897445,-0.849741095772406,-1.46237053455616,-1.07741912174693,-0.837062430462523,-0.871675556921365,-1.14277356290294
"ENSMUSG00000001288",-10.2171836721399,0.0140885957016627,0.125656092495416,0.650487387442818,0.59993363633709,0.670552075220386,0.424724641120419,0.766264687602719,0.132671811348197
"ENSMUSG00000001323",-9.5074198757196,-0.284567284227592,-0.259037836731283,-0.230222339736697,-0.0248383362965875,0.0519140361135611,0.0470689497888605,0.109687295787665,-0.203271228287527
"ENSMUSG00000001334",-13.8629101545087,2.78341294790178,1.90474158618324,-0.402779367099947,0.743949611422253,-0.0199665385097624,-0.827470186863831,-0.81805892874635,-0.921995170420505
"ENSMUSG00000001348",-8.92668289832978,0.511274637123548,0.00454860031760879,-0.185599339952674,0.0988475930106827,-0.448060961184522,-0.413807337511288,-0.17696139567397,-0.124473274502143
"ENSMUSG00000001366",-8.94016436739267,-0.0441586882996886,-0.0418192302818618,0.138194376264955,0.143994734661975,0.292335976281083,0.348625190228199,0.273418975323529,0.483267387279261
"ENSMUSG00000001380",-10.2945950253394,0.660669940013626,0.510562465860763,-0.957830741872346,-1.16785055117991,-0.183878595986345,-0.393721895890044,-0.964173001535475,-0.130789884826657
"ENSMUSG00000001415",-8.77845004562001,0.112890427333864,0.32085349880833,-2.73655962676567,-2.63654592758756,-2.95534900918903,-3.5817054125697,-3.32231115231606,-3.02913917688055
"ENSMUSG00000001418",-9.01207238371012,-0.148975814743134,-0.163143277668647,-0.706591154954488,-1.0806079555287,-1.23132340583493,-1.07005855995124,-1.05157121109404,-1.09084398049741
"ENSMUSG00000001419",-7.93618459273004,-0.107124864326939,0.0221025605489945,-2.5710445887011,-2.33560192677301,-2.14759049019066,-2.40845563047246,-2.8687293149474,-2.65150954439786
"ENSMUSG00000001420",-8.82233641605856,0.255187714619124,0.440387034327786,-2.10870998594469,-1.77851303296376,-1.74513052008468,-2.07546230669297,-2.07180186986399,-1.97419569407463
"ENSMUSG00000001424",-9.37401790699377,-0.192968445110046,-0.168453037053788,-0.449576425524288,-0.357380633259893,-0.310065692544725,-0.607164911548137,-0.533175718128071,-0.6122816552446
"ENSMUSG00000001435",-10.8663696909298,0.811768998353047,0.275008154992151,-0.933865976307189,-0.700835702784604,-0.762447287421975,-0.82041045130814,-0.733296599621461,-1.18572277547684
"ENSMUSG00000001436",-9.82200517362856,0.179444335747164,0.0715876560965114,0.474270031660177,0.765809045569875,0.0041434508017299,0.0258578315503819,0.371105145926709,0.26190765704385
"ENSMUSG00000001441",-9.07199448629457,0.103843536949334,0.173563980044963,-1.22671467733069,-1.23859613238094,-0.976872260256953,-1.4581090977955,-1.02884817972642,-0.659325996124104
"ENSMUSG00000001445",-8.66660302598517,0.123038620420296,0.373059091649656,-2.10278390775596,-1.90239158940206,-2.7240112091334,-2.39828118712391,-1.95804788409681,-2.40610933411729
"ENSMUSG00000001467",-8.9064782068636,0.127227434346461,0.442337278417821,1.19071515636528,1.05002195141969,1.05588340865415,1.04558231468159,1.19354635485334,1.13270100629491
"ENSMUSG00000001472",-7.94359855188135,0.145927909806679,0.133131908289587,-1.19752629619495,-1.09873622195928,-1.3945292660739,-1.26623832634254,-1.25850453938639,-1.08603647710829
"ENSMUSG00000001473",-10.3075789797455,0.40121305583186,0.222857887697573,-0.126158602377822,-0.421108330111326,-0.47019905928508,-0.207408381536715,-0.526992759948437,-0.564105658884452
"ENSMUSG00000001482",-9.82953269785978,0.242984333411181,0.0515651068740167,0.473593952530238,0.838185692920116,0.527909510171131,0.688140189598019,0.650298315793205,0.45069617746992
"ENSMUSG00000001506",-9.06247542119696,0.0794565313711481,0.435814774186785,-0.063473045598824,-0.471687189838469,-0.690193333058241,-0.959837714850546,-0.191539364087569,-1.60841006222404
"ENSMUSG00000001521",-11.1244941453191,0.176917136128792,0.0874448085904316,0.319436682285532,0.215260899907808,-0.271279301515263,0.226947224619624,0.199947347926304,-0.00737543417317939
"ENSMUSG00000001524",-11.0333867713816,0.167746364086282,-0.144818313474156,1.2870121615226,1.40056754928185,1.26352549661039,1.29444526819027,1.36873527006685,1.02277424206636
"ENSMUSG00000001525",-8.76875745706786,-0.169687576658951,-0.235954825628389,-1.70140743135061,-1.73664851771677,-1.64277361484872,-1.83228477455548,-1.58135298940663,-1.76065041773414
"ENSMUSG00000001542",-8.69395551021061,-0.112502383473083,-0.220884948556031,-0.981008191438764,-1.16036238911079,-1.13841651395393,-1.11951783254668,-1.44054987887507,-1.01652988376283
"ENSMUSG00000001552",-8.67620065518855,-0.203069783543667,-0.343625332966135,-1.18165973326327,-1.15800044115021,-0.983746196199074,-1.21403827737684,-1.18931164743322,-2.23005674255752
"ENSMUSG00000001569",-10.0484491609707,0.386888268603806,-0.0687928326310737,0.843129438180365,0.657462056137676,0.561279999803861,0.742463086439112,0.462737335248221,0.835081892987169
"ENSMUSG00000001576",-7.91344270398755,-0.0302091969368602,-0.201407348459948,0.645242093413963,0.75407009045432,0.763069163128948,0.858046665448075,0.654153717837801,0.785433858815863
"ENSMUSG00000001630",-9.62643304072394,-0.122130299472424,0.080927508855819,-0.515961027711941,-0.478459356691463,-0.324063371476528,-0.439573664821567,-0.674016780161013,-0.430924700255876
"ENSMUSG00000001632",-9.48330240945495,-0.0190764335304307,-0.167748877813798,-1.1179786221166,-0.611278284619034,-0.984604903370454,-0.804566362508089,-1.08775080995928,-0.976085416404781
"ENSMUSG00000001642",-9.23684743810654,-0.0584154680706409,-0.3889810757307,0.458178803667152,0.580647547780063,0.56455358043543,0.692258183400292,0.599146082098539,0.704135302806497
"ENSMUSG00000001663",-11.4891244188507,1.59675358660681,0.185907069973584,1.03773326392653,1.44957042612486,1.12969344330877,1.1172285375452,1.42969026376901,1.2994518605194
"ENSMUSG00000001665",-12.6920968779731,0.544490109157482,0.366643347435846,1.19809521367839,1.34598365885521,0.892952917364428,0.903302171746902,1.05171677515993,0.944303748897502
"ENSMUSG00000001666",-8.86191524267521,-0.853226784479929,-1.05493283932303,-0.475987868765256,-0.623208237681223,-0.68683183008922,-0.468064457575991,-0.619469122829829,-0.358806041598311
"ENSMUSG00000001700",-10.5832435933199,-0.358020088119231,-0.298393652710649,0.769432207501265,0.933344843418236,1.19750436813029,0.992759795392529,1.00271685175559,1.37400988181603
"ENSMUSG00000001707",-10.2412882889639,-0.700090851733549,-0.817912194663936,0.705603221983774,0.71182118505142,0.309504145166684,1.01755519955213,1.13182601050437,0.401346013946306
"ENSMUSG00000001729",-8.73146504673467,0.0337461059621003,0.476100812177769,-0.475306841208312,-0.323714542596669,-0.169043329885523,-0.429994560014293,-0.379660889176519,-0.329720812325625
"ENSMUSG00000001751",-11.0450322654312,0.0686944179056194,0.0972390932088947,0.0586890442951707,-0.579283713559159,0.0730205182150216,0.341033840605769,0.10824932725722,-0.621783930665053
"ENSMUSG00000001755",-8.29200438927761,0.0487400841727712,0.397563303417852,0.182269069251364,0.0327493253339091,0.0296326495088704,-0.0543356528839154,-0.151586619480265,-0.172202934451678
"ENSMUSG00000001767",-10.0148477324841,-0.208151047815571,-0.369371680530788,0.515104051305333,0.683578913877003,0.63728358056345,0.635302346075349,1.10331002663745,0.73080154149252
"ENSMUSG00000001768",-9.66940734817487,0.100055334219544,0.306584701977228,-0.231388809486045,-0.437178057495701,-0.132858076183744,-0.211326849793524,0.158340473132799,-0.305837812724601
"ENSMUSG00000001774",-8.74357544802084,-0.202699702334464,-0.094248284530399,-1.99269022045345,-1.50009079758651,-1.79426456350049,-1.38481373920102,-1.56100380030721,-1.6626899096703
"ENSMUSG00000001783",-9.23648284661287,-0.0525447062575792,0.00386611626581334,0.376590447417685,0.368408429511665,0.266702206813041,0.238582504932963,0.1382596974991,0.428877824373881
"ENSMUSG00000001785",-10.4466616915556,-0.118733072924605,-0.247572093469643,1.1666855271357,1.09851438352341,1.19581297029286,1.01219434885919,1.20197939937474,1.23171428120163
"ENSMUSG00000001786",-11.1136593323841,-0.355830607238087,0.193827256508988,0.101288618041329,-0.0522717165181922,-0.0436149199486708,0.385078169087275,-0.0381916175896206,0.154211182202437
"ENSMUSG00000001794",-7.43743928842394,-0.128585187019829,0.0722343669920606,1.25552985686502,1.13390140052332,1.40612723375198,0.90008807200055,1.34803112879004,1.33698153416305
"ENSMUSG00000001802",-10.7267524034384,0.83440440198171,0.325566421984745,0.48038950238507,0.858467209937701,0.198923572461731,0.411660022018677,0.619191063216066,0.2664282673937
"ENSMUSG00000001829",-8.2092390491587,-0.0509884711659478,-0.246383982554315,-2.08482814123847,-1.86209447414969,-1.66862772278716,-1.71153686140022,-1.81698365557176,-1.72177185032277
